ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000669,Gold+,86.3,Business,85.3,Premium,84.2,29658.19,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000670,Gold,80.4,Silver+,79.8,Premium,79.6,9207.18,Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000671,Eco+,77.6,Eco,76.4,Gold,69.1,8283.7,Le conducteur roule beaucoup. Le pack Eco+ est recommandé en priorité.
CL000672,Business,92.4,VIP,88.0,Premium,87.0,14651.29,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000673,Eco+,76.6,Eco,76.4,Bronze,61.7,5044.35,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000674,Eco,87.1,Bronze,84.9,Eco+,84.8,4278.42,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000675,Eco,87.1,Eco+,67.9,Gold+,58.4,7045.65,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000676,Gold+,93.7,Gold,90.6,Silver,77.6,28159.58,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000677,VIP,54.1,Gold,52.6,Gold+,52.6,30739.08,Le conducteur roule beaucoup. Le pack VIP est recommandé en priorité.
CL000678,Business,77.0,VIP,76.0,Silver+,75.0,8141.94,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000679,Premium,67.5,Eco,65.4,Business,64.2,23738.57,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000680,Eco,52.7,Bronze,52.1,Eco+,47.5,4593.57,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000681,Gold,33.0,VIP,32.7,Bronze,32.3,13787.42,L'usage professionnel requiert des garanties adaptées. Le pack Gold est recommandé en priorité.
CL000682,Premium,91.5,Silver,89.4,Gold+,88.0,15534.5,Le conducteur roule beaucoup. Le pack Premium est recommandé en priorité.
CL000683,Eco+,66.6,Premium,66.6,Bronze,66.5,2894.75,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000684,Premium,99.0,Business,99.0,VIP,99.0,72837.49,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000685,Eco,66.6,Eco+,65.1,Premium,57.2,6573.64,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000686,Business,89.5,VIP,88.8,Premium,87.5,15033.57,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000687,Gold+,99.0,Premium,99.0,Business,99.0,47956.67,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le pack Gold+ est recommandé en priorité.
CL000688,Business,90.0,Silver,89.8,Premium,88.1,26186.06,Le véhicule possède une forte valeur. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000689,Business,54.0,VIP,51.9,Premium,51.8,33205.26,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000690,Gold,75.4,Silver+,75.2,Eco,67.8,8616.19,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000691,Premium,87.0,Business,86.2,Gold+,82.3,26849.74,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000692,Gold+,74.8,Gold,74.5,VIP,74.2,25731.62,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000693,Eco,87.8,Eco+,83.5,Bronze,82.1,2166.78,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Eco est recommandé en priorité.
CL000694,Eco,87.1,Bronze,85.6,Eco+,85.1,2698.82,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000695,Premium,74.0,VIP,73.4,Gold,72.0,26867.7,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000696,VIP,66.9,Premium,64.5,Business,63.9,38782.16,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000697,Eco,50.6,Eco+,49.1,Silver,47.9,5338.75,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000698,Eco+,86.3,Eco,84.3,Bronze,67.4,2862.19,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000699,Bronze,85.3,Eco,83.3,Eco+,83.2,6010.29,Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000700,Business,71.9,VIP,71.2,Premium,71.0,34222.35,L'historique de sinistres nécessite une couverture renforcée. Le pack Business est recommandé en priorité.
CL000701,Silver,67.8,Eco+,66.0,Gold,66.0,5749.62,Le pack Silver est recommandé en priorité.
CL000702,Eco,92.9,Bronze,82.2,Eco+,78.1,4399.42,Le pack Eco est recommandé en priorité.
CL000703,Eco,82.9,Eco+,79.5,Bronze,58.1,4144.47,Le pack Eco est recommandé en priorité.
CL000704,Gold+,89.8,Gold,88.1,Premium,69.6,29110.88,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000705,Premium,67.6,Gold+,66.8,Eco+,65.6,17852.28,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000706,VIP,57.0,Premium,55.9,Business,53.2,21420.46,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000707,Gold,77.6,Bronze,67.7,Eco+,65.4,13055.57,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000708,VIP,77.6,Eco,77.2,Premium,76.8,36909.7,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000709,Premium,71.9,Business,68.4,VIP,67.9,20054.38,L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000710,VIP,66.9,Eco,66.6,Business,66.0,22772.67,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000711,Gold,67.5,Eco+,67.4,Bronze,65.7,11641.11,Le pack Gold est recommandé en priorité.
CL000712,Eco,67.8,Premium,67.4,Bronze,67.2,2771.06,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000713,Eco,76.3,Eco+,75.5,Bronze,74.5,4802.46,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000714,Silver+,31.6,Business,30.8,Eco+,30.7,11500.8,Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000715,VIP,59.8,Gold,59.6,Premium,58.8,66174.86,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000716,Gold+,99.0,Premium,99.0,Business,99.0,13653.74,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000717,Gold,85.9,VIP,69.6,Gold+,68.3,24280.5,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000718,Silver+,68.0,Eco,67.2,Bronze,64.6,6658.11,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000719,Eco,51.4,Bronze,47.6,Eco+,47.5,5726.33,Le pack Eco est recommandé en priorité.
CL000720,Eco,50.6,Eco+,49.6,Gold,47.7,5437.29,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000721,Eco+,85.0,Eco,83.7,Bronze,71.6,8435.85,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000722,Business,69.0,VIP,66.1,Premium,65.0,26833.25,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000723,Eco+,59.2,Eco,58.7,Gold,44.0,5993.03,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000724,Eco,63.8,Eco+,62.1,Silver,52.0,4806.03,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000725,Eco,93.8,Eco+,82.4,Bronze,60.9,7043.52,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000726,Premium,87.1,Business,85.4,Silver,77.2,11315.42,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000727,Eco,62.2,Eco+,48.1,Gold,47.6,5017.68,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000728,Gold+,99.0,Premium,99.0,Business,99.0,111753.74,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000729,Business,52.4,Eco+,51.4,Gold+,51.4,30872.26,Le conducteur roule beaucoup. Le pack Business est recommandé en priorité.
CL000730,Premium,77.2,VIP,76.9,Business,75.2,14472.05,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000731,Business,93.4,VIP,91.9,Gold+,90.3,33217.43,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000732,Gold,59.5,VIP,59.0,Business,57.3,68745.0,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000733,Eco+,66.8,Eco,64.2,Gold,51.6,4856.53,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000734,Gold,77.6,Silver+,77.5,Bronze,76.1,7414.64,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000735,Eco,87.9,Eco+,82.6,Bronze,82.4,3408.03,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000736,Premium,69.7,Business,66.1,VIP,65.4,43025.98,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000737,Gold+,93.4,VIP,91.4,Business,90.0,33664.75,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000738,Gold+,78.6,Business,78.1,Premium,77.6,32062.01,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000739,Business,78.2,Premium,77.4,VIP,76.8,31731.95,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000740,Premium,99.0,Business,99.0,VIP,99.0,54575.93,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
