FAQID,Question,Categorie,Reponse,Tags,Priorite
FAQ00647,Quels documents pour souscrire ? (variante 647),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00647.","Souscription,assurance auto,Maroc",5
FAQ00648,Puis-je payer mensuellement ? (variante 648),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00648.","Paiement,assurance auto,Maroc",2
FAQ00649,Comment contester un refus d'indemnisation ? (variante 649),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00649.,"Réclamations,assurance auto,Maroc",1
FAQ00650,Comment déclarer un sinistre ? (variante 650),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00650.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00651,Quel est le délai de déclaration d'un sinistre ? (variante 651),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00651.","Délais,assurance auto,Maroc",3
FAQ00652,Comment fonctionne le bonus-malus ? (variante 652),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00652.","Bonus Malus,assurance auto,Maroc",2
FAQ00653,Puis-je assurer une voiture neuve ? (variante 653),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00653.","Souscription,assurance auto,Maroc",3
FAQ00654,Quelle franchise choisir ? (variante 654),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00654.,"Franchise,assurance auto,Maroc",3
FAQ00655,Comment résilier mon contrat ? (variante 655),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00655.,"Résiliation,assurance auto,Maroc",5
FAQ00656,Le vol est-il couvert ? (variante 656),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00656.","Garanties,assurance auto,Maroc",3
FAQ00657,Quels documents pour souscrire ? (variante 657),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00657.","Souscription,assurance auto,Maroc",4
FAQ00658,Puis-je payer mensuellement ? (variante 658),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00658.","Paiement,assurance auto,Maroc",5
FAQ00659,Comment contester un refus d'indemnisation ? (variante 659),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00659.,"Réclamations,assurance auto,Maroc",5
FAQ00660,Comment déclarer un sinistre ? (variante 660),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00660.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00661,Quel est le délai de déclaration d'un sinistre ? (variante 661),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00661.","Délais,assurance auto,Maroc",2
FAQ00662,Comment fonctionne le bonus-malus ? (variante 662),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00662.","Bonus Malus,assurance auto,Maroc",5
FAQ00663,Puis-je assurer une voiture neuve ? (variante 663),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00663.","Souscription,assurance auto,Maroc",3
FAQ00664,Quelle franchise choisir ? (variante 664),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00664.,"Franchise,assurance auto,Maroc",3
FAQ00665,Comment résilier mon contrat ? (variante 665),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00665.,"Résiliation,assurance auto,Maroc",3
FAQ00666,Le vol est-il couvert ? (variante 666),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00666.","Garanties,assurance auto,Maroc",4
FAQ00667,Quels documents pour souscrire ? (variante 667),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00667.","Souscription,assurance auto,Maroc",1
FAQ00668,Puis-je payer mensuellement ? (variante 668),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00668.","Paiement,assurance auto,Maroc",2
FAQ00669,Comment contester un refus d'indemnisation ? (variante 669),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00669.,"Réclamations,assurance auto,Maroc",3
FAQ00670,Comment déclarer un sinistre ? (variante 670),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00670.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00671,Quel est le délai de déclaration d'un sinistre ? (variante 671),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00671.","Délais,assurance auto,Maroc",4
FAQ00672,Comment fonctionne le bonus-malus ? (variante 672),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00672.","Bonus Malus,assurance auto,Maroc",3
FAQ00673,Puis-je assurer une voiture neuve ? (variante 673),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00673.","Souscription,assurance auto,Maroc",5
FAQ00674,Quelle franchise choisir ? (variante 674),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00674.,"Franchise,assurance auto,Maroc",3
FAQ00675,Comment résilier mon contrat ? (variante 675),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00675.,"Résiliation,assurance auto,Maroc",3
FAQ00676,Le vol est-il couvert ? (variante 676),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00676.","Garanties,assurance auto,Maroc",3
FAQ00677,Quels documents pour souscrire ? (variante 677),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00677.","Souscription,assurance auto,Maroc",4
FAQ00678,Puis-je payer mensuellement ? (variante 678),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00678.","Paiement,assurance auto,Maroc",1
FAQ00679,Comment contester un refus d'indemnisation ? (variante 679),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00679.,"Réclamations,assurance auto,Maroc",1
FAQ00680,Comment déclarer un sinistre ? (variante 680),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00680.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00681,Quel est le délai de déclaration d'un sinistre ? (variante 681),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00681.","Délais,assurance auto,Maroc",1
FAQ00682,Comment fonctionne le bonus-malus ? (variante 682),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00682.","Bonus Malus,assurance auto,Maroc",4
FAQ00683,Puis-je assurer une voiture neuve ? (variante 683),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00683.","Souscription,assurance auto,Maroc",3
FAQ00684,Quelle franchise choisir ? (variante 684),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00684.,"Franchise,assurance auto,Maroc",4
FAQ00685,Comment résilier mon contrat ? (variante 685),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00685.,"Résiliation,assurance auto,Maroc",1
FAQ00686,Le vol est-il couvert ? (variante 686),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00686.","Garanties,assurance auto,Maroc",3
FAQ00687,Quels documents pour souscrire ? (variante 687),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00687.","Souscription,assurance auto,Maroc",5
FAQ00688,Puis-je payer mensuellement ? (variante 688),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00688.","Paiement,assurance auto,Maroc",4
FAQ00689,Comment contester un refus d'indemnisation ? (variante 689),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00689.,"Réclamations,assurance auto,Maroc",4
FAQ00690,Comment déclarer un sinistre ? (variante 690),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00690.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00691,Quel est le délai de déclaration d'un sinistre ? (variante 691),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00691.","Délais,assurance auto,Maroc",2
FAQ00692,Comment fonctionne le bonus-malus ? (variante 692),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00692.","Bonus Malus,assurance auto,Maroc",4
FAQ00693,Puis-je assurer une voiture neuve ? (variante 693),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00693.","Souscription,assurance auto,Maroc",3
FAQ00694,Quelle franchise choisir ? (variante 694),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00694.,"Franchise,assurance auto,Maroc",1
FAQ00695,Comment résilier mon contrat ? (variante 695),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00695.,"Résiliation,assurance auto,Maroc",3
FAQ00696,Le vol est-il couvert ? (variante 696),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00696.","Garanties,assurance auto,Maroc",5
FAQ00697,Quels documents pour souscrire ? (variante 697),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00697.","Souscription,assurance auto,Maroc",1
FAQ00698,Puis-je payer mensuellement ? (variante 698),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00698.","Paiement,assurance auto,Maroc",5
FAQ00699,Comment contester un refus d'indemnisation ? (variante 699),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00699.,"Réclamations,assurance auto,Maroc",1
FAQ00700,Comment déclarer un sinistre ? (variante 700),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00700.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00701,Quel est le délai de déclaration d'un sinistre ? (variante 701),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00701.","Délais,assurance auto,Maroc",4
FAQ00702,Comment fonctionne le bonus-malus ? (variante 702),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00702.","Bonus Malus,assurance auto,Maroc",3
FAQ00703,Puis-je assurer une voiture neuve ? (variante 703),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00703.","Souscription,assurance auto,Maroc",2
FAQ00704,Quelle franchise choisir ? (variante 704),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00704.,"Franchise,assurance auto,Maroc",2
FAQ00705,Comment résilier mon contrat ? (variante 705),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00705.,"Résiliation,assurance auto,Maroc",1
FAQ00706,Le vol est-il couvert ? (variante 706),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00706.","Garanties,assurance auto,Maroc",3
FAQ00707,Quels documents pour souscrire ? (variante 707),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00707.","Souscription,assurance auto,Maroc",4
FAQ00708,Puis-je payer mensuellement ? (variante 708),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00708.","Paiement,assurance auto,Maroc",1
FAQ00709,Comment contester un refus d'indemnisation ? (variante 709),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00709.,"Réclamations,assurance auto,Maroc",3
FAQ00710,Comment déclarer un sinistre ? (variante 710),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00710.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00711,Quel est le délai de déclaration d'un sinistre ? (variante 711),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00711.","Délais,assurance auto,Maroc",1
FAQ00712,Comment fonctionne le bonus-malus ? (variante 712),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00712.","Bonus Malus,assurance auto,Maroc",1
FAQ00713,Puis-je assurer une voiture neuve ? (variante 713),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00713.","Souscription,assurance auto,Maroc",5
FAQ00714,Quelle franchise choisir ? (variante 714),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00714.,"Franchise,assurance auto,Maroc",4
FAQ00715,Comment résilier mon contrat ? (variante 715),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00715.,"Résiliation,assurance auto,Maroc",4
FAQ00716,Le vol est-il couvert ? (variante 716),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00716.","Garanties,assurance auto,Maroc",5
FAQ00717,Quels documents pour souscrire ? (variante 717),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00717.","Souscription,assurance auto,Maroc",4
FAQ00718,Puis-je payer mensuellement ? (variante 718),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00718.","Paiement,assurance auto,Maroc",1
FAQ00719,Comment contester un refus d'indemnisation ? (variante 719),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00719.,"Réclamations,assurance auto,Maroc",1
FAQ00720,Comment déclarer un sinistre ? (variante 720),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00720.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00721,Quel est le délai de déclaration d'un sinistre ? (variante 721),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00721.","Délais,assurance auto,Maroc",4
