Categorie,DocumentID,Titre,Ville,Vehicule,Pack
CasClients,DOCCLI0026,Cas : flotte d'entreprise avec sinistres multiples simultanés,Meknès,Peugeot 208,Bronze
CasClients,DOCCLI0027,Cas : flotte d'entreprise avec sinistres multiples simultanés,Taza,Dacia Logan,Business
CasClients,DOCCLI0028,Cas : flotte d'entreprise avec sinistres multiples simultanés,El Jadida,Seat Ibiza,Silver
CasClients,DOCCLI0029,Cas : flotte d'entreprise avec sinistres multiples simultanés,Rabat,Škoda Octavia,Bronze
CasClients,DOCCLI0030,Cas : flotte d'entreprise avec sinistres multiples simultanés,Safi,Peugeot 208,Eco+
CasClients,DOCCLI0031,Cas : expatrié changeant de véhicule en cours de séjour,Kénitra,Volkswagen Golf,Bronze
CasClients,DOCCLI0032,Cas : expatrié changeant de véhicule en cours de séjour,Béni Mellal,Nissan Micra,Gold
CasClients,DOCCLI0033,Cas : expatrié changeant de véhicule en cours de séjour,Tétouan,Renault Clio,Eco+
CasClients,DOCCLI0034,Cas : expatrié changeant de véhicule en cours de séjour,Taza,Hyundai i10,Silver
CasClients,DOCCLI0035,Cas : expatrié changeant de véhicule en cours de séjour,Mohammédia,Peugeot 2008,Eco+
CasClients,DOCCLI0036,Cas : expatrié changeant de véhicule en cours de séjour,Meknès,Dacia Duster,Eco+
CasClients,DOCCLI0037,Cas : expatrié changeant de véhicule en cours de séjour,Errachidia,Suzuki Swift,Gold
CasClients,DOCCLI0038,Cas : expatrié changeant de véhicule en cours de séjour,Tétouan,Dacia Duster,Bronze
CasClients,DOCCLI0039,Cas : expatrié changeant de véhicule en cours de séjour,Settat,Renault Clio,Silver
CasClients,DOCCLI0040,Cas : expatrié changeant de véhicule en cours de séjour,Fès,Peugeot 2008,Eco+
CasClients,DOCCLI0041,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Béni Mellal,Renault Symbol,Gold
CasClients,DOCCLI0042,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Kénitra,Seat Ibiza,Eco+
CasClients,DOCCLI0043,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,El Jadida,Dacia Sandero,Business
CasClients,DOCCLI0044,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Nador,Dacia Duster,Gold
CasClients,DOCCLI0045,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Kénitra,Volkswagen Polo,Silver
CasClients,DOCCLI0046,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Casablanca,Hyundai Accent,Silver
CasClients,DOCCLI0047,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Meknès,Honda Civic,Gold
CasClients,DOCCLI0048,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Oujda,Ford Fiesta,Bronze
CasClients,DOCCLI0049,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Agadir,Renault Clio,Gold
CasClients,DOCCLI0050,Cas : sinistre catastrophe naturelle lors d'une inondation à Casablanca,Errachidia,Toyota Corolla,Silver
CasClients,DOCCLI0051,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Marrakech,Citroën C3,Bronze
CasClients,DOCCLI0052,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Settat,Toyota Corolla,Eco+
CasClients,DOCCLI0053,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Settat,Toyota Yaris,Bronze
CasClients,DOCCLI0054,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Safi,Kia Picanto,Bronze
CasClients,DOCCLI0055,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Rabat,Peugeot 2008,Eco+
CasClients,DOCCLI0056,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Meknès,Suzuki Vitara,Silver
CasClients,DOCCLI0057,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Tanger,Hyundai i10,Business
CasClients,DOCCLI0058,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Safi,Suzuki Vitara,Eco+
CasClients,DOCCLI0059,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Rabat,Volkswagen Tiguan,Bronze
CasClients,DOCCLI0060,Cas : renouvellement d'un conducteur senior avec bonus consolidé,Larache,Peugeot 208,Silver
CasClients,DOCCLI0061,Cas : litige suite à une expertise contestée,Agadir,Renault Clio,Eco+
CasClients,DOCCLI0062,Cas : litige suite à une expertise contestée,Larache,Dacia Duster,Business
CasClients,DOCCLI0063,Cas : litige suite à une expertise contestée,Safi,Toyota Corolla,Gold
CasClients,DOCCLI0064,Cas : litige suite à une expertise contestée,Taza,Renault Kadjar,Bronze
CasClients,DOCCLI0065,Cas : litige suite à une expertise contestée,Taza,Toyota Corolla,Gold
CasClients,DOCCLI0066,Cas : litige suite à une expertise contestée,Kénitra,Renault Clio,Eco+
CasClients,DOCCLI0067,Cas : litige suite à une expertise contestée,Marrakech,Peugeot 301,Business
CasClients,DOCCLI0068,Cas : litige suite à une expertise contestée,Agadir,Toyota Corolla,Silver
CasClients,DOCCLI0069,Cas : litige suite à une expertise contestée,Tanger,Toyota Corolla,Bronze
CasClients,DOCCLI0070,Cas : litige suite à une expertise contestée,Nador,Hyundai i10,Business
CasClients,DOCCLI0071,Cas : indemnisation d'un préjudice corporel du conducteur,Meknès,Citroën C-Elysée,Gold
CasClients,DOCCLI0072,Cas : indemnisation d'un préjudice corporel du conducteur,Agadir,Ford Fiesta,Gold
CasClients,DOCCLI0073,Cas : indemnisation d'un préjudice corporel du conducteur,Errachidia,Hyundai i10,Eco+
CasClients,DOCCLI0074,Cas : indemnisation d'un préjudice corporel du conducteur,Nador,Suzuki Vitara,Business
CasClients,DOCCLI0075,Cas : indemnisation d'un préjudice corporel du conducteur,Casablanca,Citroën C-Elysée,Silver
CasClients,DOCCLI0076,Cas : indemnisation d'un préjudice corporel du conducteur,Fès,Toyota RAV4,Bronze
CasClients,DOCCLI0077,Cas : indemnisation d'un préjudice corporel du conducteur,Settat,Kia Sportage,Business
CasClients,DOCCLI0078,Cas : indemnisation d'un préjudice corporel du conducteur,Mohammédia,Peugeot 2008,Eco+
CasClients,DOCCLI0079,Cas : indemnisation d'un préjudice corporel du conducteur,Agadir,Citroën C3,Bronze
CasClients,DOCCLI0080,Cas : indemnisation d'un préjudice corporel du conducteur,Béni Mellal,Renault Clio,Eco+
CasClients,DOCCLI0081,Cas : détection d'une fraude à la déclaration de sinistre,Agadir,Citroën C3,Bronze
CasClients,DOCCLI0082,Cas : détection d'une fraude à la déclaration de sinistre,Tanger,Peugeot 208,Bronze
CasClients,DOCCLI0083,Cas : détection d'une fraude à la déclaration de sinistre,Errachidia,Honda Civic,Business
CasClients,DOCCLI0084,Cas : détection d'une fraude à la déclaration de sinistre,Casablanca,Škoda Octavia,Business
CasClients,DOCCLI0085,Cas : détection d'une fraude à la déclaration de sinistre,Rabat,Dacia Duster,Business
CasClients,DOCCLI0086,Cas : détection d'une fraude à la déclaration de sinistre,Tétouan,Renault Clio,Bronze
CasClients,DOCCLI0087,Cas : détection d'une fraude à la déclaration de sinistre,Fès,Dacia Sandero,Bronze
CasClients,DOCCLI0088,Cas : détection d'une fraude à la déclaration de sinistre,Settat,Fiat Tipo,Bronze
CasClients,DOCCLI0089,Cas : détection d'une fraude à la déclaration de sinistre,Safi,Toyota RAV4,Bronze
CasClients,DOCCLI0090,Cas : détection d'une fraude à la déclaration de sinistre,Tanger,Honda Civic,Silver
CasClients,DOCCLI0091,Cas : résiliation après plusieurs sinistres responsables répétés,Fès,Citroën C3,Silver
CasClients,DOCCLI0092,Cas : résiliation après plusieurs sinistres responsables répétés,Tétouan,Hyundai Tucson,Silver
CasClients,DOCCLI0093,Cas : résiliation après plusieurs sinistres responsables répétés,Settat,Renault Symbol,Gold
CasClients,DOCCLI0094,Cas : résiliation après plusieurs sinistres responsables répétés,Taza,Fiat Tipo,Eco+
CasClients,DOCCLI0095,Cas : résiliation après plusieurs sinistres responsables répétés,Rabat,Fiat Tipo,Business
CasClients,DOCCLI0096,Cas : résiliation après plusieurs sinistres responsables répétés,Larache,Seat Ibiza,Business
CasClients,DOCCLI0097,Cas : résiliation après plusieurs sinistres responsables répétés,Agadir,Renault Clio,Gold
CasClients,DOCCLI0098,Cas : résiliation après plusieurs sinistres responsables répétés,Marrakech,Volkswagen Golf,Gold
CasClients,DOCCLI0099,Cas : résiliation après plusieurs sinistres responsables répétés,Fès,Nissan Micra,Bronze
CasClients,DOCCLI0100,Cas : résiliation après plusieurs sinistres responsables répétés,Casablanca,Peugeot 2008,Business
CasClients,DOCCLI0101,Cas : souscription d'un primo-assuré au pack Eco+,Agadir,Peugeot 208,Bronze
CasClients,DOCCLI0102,Cas : souscription d'un primo-assuré au pack Eco+,Marrakech,Volkswagen Tiguan,Eco+
CasClients,DOCCLI0103,Cas : souscription d'un primo-assuré au pack Eco+,Khouribga,Citroën C-Elysée,Bronze
CasClients,DOCCLI0104,Cas : souscription d'un primo-assuré au pack Eco+,El Jadida,Suzuki Vitara,Silver
CasClients,DOCCLI0105,Cas : souscription d'un primo-assuré au pack Eco+,Mohammédia,Peugeot 208,Eco+
CasClients,DOCCLI0106,Cas : souscription d'un primo-assuré au pack Eco+,Kénitra,Peugeot 2008,Eco+
CasClients,DOCCLI0107,Cas : souscription d'un primo-assuré au pack Eco+,Settat,Hyundai i10,Eco+
CasClients,DOCCLI0108,Cas : souscription d'un primo-assuré au pack Eco+,Agadir,Nissan Micra,Gold
CasClients,DOCCLI0109,Cas : souscription d'un primo-assuré au pack Eco+,Agadir,Dacia Sandero,Silver
CasClients,DOCCLI0110,Cas : souscription d'un primo-assuré au pack Eco+,Settat,Citroën C-Elysée,Gold
CasClients,DOCCLI0111,Cas : changement de véhicule en cours de contrat avec avenant express,Agadir,Volkswagen Golf,Eco+
CasClients,DOCCLI0112,Cas : changement de véhicule en cours de contrat avec avenant express,Errachidia,Hyundai i10,Business
CasClients,DOCCLI0113,Cas : changement de véhicule en cours de contrat avec avenant express,Rabat,Volkswagen Tiguan,Business
CasClients,DOCCLI0114,Cas : changement de véhicule en cours de contrat avec avenant express,El Jadida,Citroën C3,Gold
CasClients,DOCCLI0115,Cas : changement de véhicule en cours de contrat avec avenant express,Béni Mellal,Fiat Tipo,Business
CasClients,DOCCLI0116,Cas : changement de véhicule en cours de contrat avec avenant express,Rabat,Hyundai i10,Silver
CasClients,DOCCLI0117,Cas : changement de véhicule en cours de contrat avec avenant express,Tétouan,Citroën C3,Bronze
CasClients,DOCCLI0118,Cas : changement de véhicule en cours de contrat avec avenant express,Tanger,Seat Ibiza,Silver
CasClients,DOCCLI0119,Cas : changement de véhicule en cours de contrat avec avenant express,Meknès,Toyota Corolla,Gold
CasClients,DOCCLI0120,Cas : changement de véhicule en cours de contrat avec avenant express,Larache,Dacia Sandero,Eco+
CasClients,DOCCLI0121,Cas : vol partiel des accessoires d'un véhicule stationné,Meknès,Toyota RAV4,Gold
CasClients,DOCCLI0122,Cas : vol partiel des accessoires d'un véhicule stationné,Meknès,Dacia Logan,Gold
CasClients,DOCCLI0123,Cas : vol partiel des accessoires d'un véhicule stationné,Rabat,Hyundai Accent,Gold
CasClients,DOCCLI0124,Cas : vol partiel des accessoires d'un véhicule stationné,Khouribga,Kia Sportage,Silver
CasClients,DOCCLI0125,Cas : vol partiel des accessoires d'un véhicule stationné,Kénitra,Volkswagen Golf,Bronze
CasClients,DOCCLI0126,Cas : vol partiel des accessoires d'un véhicule stationné,Kénitra,Dacia Logan,Eco+
CasClients,DOCCLI0127,Cas : vol partiel des accessoires d'un véhicule stationné,Safi,Seat Ibiza,Eco+
CasClients,DOCCLI0128,Cas : vol partiel des accessoires d'un véhicule stationné,Kénitra,Renault Symbol,Gold
CasClients,DOCCLI0129,Cas : vol partiel des accessoires d'un véhicule stationné,Tétouan,Suzuki Swift,Business
CasClients,DOCCLI0130,Cas : vol partiel des accessoires d'un véhicule stationné,Agadir,Volkswagen Tiguan,Bronze
CasClients,DOCCLI0131,Cas : accident avec tiers non identifié (délit de fuite),Tétouan,Hyundai i10,Business
CasClients,DOCCLI0132,Cas : accident avec tiers non identifié (délit de fuite),Khouribga,Renault Symbol,Silver
CasClients,DOCCLI0133,Cas : accident avec tiers non identifié (délit de fuite),Khouribga,Renault Symbol,Eco+
CasClients,DOCCLI0134,Cas : accident avec tiers non identifié (délit de fuite),Fès,Toyota Yaris,Silver
CasClients,DOCCLI0135,Cas : accident avec tiers non identifié (délit de fuite),Tanger,Dacia Sandero,Business
CasClients,DOCCLI0136,Cas : accident avec tiers non identifié (délit de fuite),Settat,Fiat Tipo,Gold
CasClients,DOCCLI0137,Cas : accident avec tiers non identifié (délit de fuite),Safi,Kia Sportage,Bronze
CasClients,DOCCLI0138,Cas : accident avec tiers non identifié (délit de fuite),Tanger,Renault Clio,Eco+
CasClients,DOCCLI0139,Cas : accident avec tiers non identifié (délit de fuite),Marrakech,Suzuki Swift,Bronze
CasClients,DOCCLI0140,Cas : accident avec tiers non identifié (délit de fuite),Marrakech,Renault Symbol,Bronze
CasClients,DOCCLI0141,Cas : premier sinistre sur un véhicule électrique,Oujda,Škoda Octavia,Business
CasClients,DOCCLI0142,Cas : premier sinistre sur un véhicule électrique,Larache,Peugeot 301,Business
CasClients,DOCCLI0143,Cas : premier sinistre sur un véhicule électrique,Settat,Volkswagen Polo,Gold
CasClients,DOCCLI0144,Cas : premier sinistre sur un véhicule électrique,Oujda,Dacia Sandero,Business
CasClients,DOCCLI0145,Cas : premier sinistre sur un véhicule électrique,Marrakech,Ford Fiesta,Silver
CasClients,DOCCLI0146,Cas : premier sinistre sur un véhicule électrique,Oujda,Dacia Duster,Silver
CasClients,DOCCLI0147,Cas : premier sinistre sur un véhicule électrique,Errachidia,Hyundai Tucson,Eco+
CasClients,DOCCLI0148,Cas : premier sinistre sur un véhicule électrique,Fès,Nissan Micra,Eco+
CasClients,DOCCLI0149,Cas : premier sinistre sur un véhicule électrique,Tanger,Nissan Micra,Gold
CasClients,DOCCLI0150,Cas : premier sinistre sur un véhicule électrique,Fès,Toyota RAV4,Silver
